path	bytes	sha256	layer	package_id
CLAUDE.md	31057	2e3a32a0d5148c157a01ad2e17cc9858cf2d951e35560b757fb8516b7fff7d09	project	PKG-085702c0-01
concept/_meta/assertion-authority.md	8029	1b063765c5f8c54a36e43262ec5c9ec5a27c375dedc72676fd5de5d86fcaa720	meta	PKG-085702c0-01
concept/_meta/konzept-konsistenz-governance.md	15749	3e901532b08f43f89096f2c7e0065ab0f8ed5eeaa4394a5bbce6958d9e35d434	meta	PKG-085702c0-01
concept/technical-design/10_runtime_deployment_speicher.md	77328	0b4d628e54f12484360d24e1f52b52ad19eeecb0f8ea799eb11aaae093384ce2	technical	PKG-085702c0-01
concept/technical-design/13_retrieval_vektordb_wissenszugriff.md	58442	3651d6589e0e139818f19a8295c2efa1d74ae225661767074145aa812b920c50	technical	PKG-085702c0-01
concept/technical-design/76_agent_harness_integration.md	22531	87f38fe8eda243026e5466335ffbeaab4589f8188b42bb9e9317f33749234cf0	technical	PKG-085702c0-01
concept/technical-design/78_concept_incubation_process.md	67396	d75e29e7474c28d814cdd17e8b82f0787644f0e4f1f331231810e6a1529135dc	technical	PKG-085702c0-01
guardrails/testing-guardrails.md	2094	8f78d3cb608c94a131b6724c2d49a3604ec5a861e36a4c812cfbee48a543f59c	guardrail	PKG-085702c0-01
